Course Name,Course ID,Topic,Topic ID,Session Name/Unit Name,Set Type,Unit ID,Duration (in mins),Languages,Session Link,Outcomes,Prerequisites
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Modal Verbs,00446455-5773-427d-ba59-ed0e80997102,Modal Verbs:  Reading Material 2,LEARNING_SET,7367654f-37da-4656-8136-6196756110ba,2,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Modal Verbs,00446455-5773-427d-ba59-ed0e80997102,Modal Verbs : Activity 1,QUIZ,8f2726b5-0367-44b2-8489-74f9b8dcb8c4,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Modal Verbs,00446455-5773-427d-ba59-ed0e80997102,Modal Verbs: Speaking Practice,LEARNING_SET,aa4ae33d-e0eb-4b90-aba0-f3edf9f22b41,15,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Modal Verbs,00446455-5773-427d-ba59-ed0e80997102,Modal Verbs: Listening Exercise,LEARNING_SET,bed6d9b0-7a81-4b23-843d-2d38d6d8b7cb,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Modal Verbs,00446455-5773-427d-ba59-ed0e80997102,Modal Verbs:  Reading Material,LEARNING_SET,c034fa97-2565-4156-a6ef-e11c443976e0,3,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Modal Verbs,00446455-5773-427d-ba59-ed0e80997102,Modal Verbs: Daily Quiz,EXAM,adefa9c4-4b90-491c-9629-11338b7715ad,15,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Modal Verbs,00446455-5773-427d-ba59-ed0e80997102,Modal Verbs:  Daily Practice,PRACTICE,99019f09-1e5e-41ca-ace8-c8f5e59ea6f3,25,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Modal Verbs,00446455-5773-427d-ba59-ed0e80997102,Modal verbs : Activity 2,QUIZ,76c0d7ac-bc30-4090-a14b-a21cacb31375,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Modal Verbs,00446455-5773-427d-ba59-ed0e80997102,Modal Verbs,LEARNING_SET,e68be439-d495-4d87-969b-014970335bd5,60,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Future Simple 1,018f53e6-90ae-49f3-89e5-cf1ad667da46,Tenses Future Simple 1: Activity,QUIZ,1a0cf5fb-5ff9-4167-92b3-e513d3797af1,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Future Simple 1,018f53e6-90ae-49f3-89e5-cf1ad667da46,Tenses Future Simple 1: Daily Practice,PRACTICE,41d687a0-fc80-431e-bf21-4d475846cc80,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Future Simple 1,018f53e6-90ae-49f3-89e5-cf1ad667da46,Future Simple 1,LEARNING_SET,75a53525-8793-4409-b901-b3c4b8bd832b,60,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Future Simple 1,018f53e6-90ae-49f3-89e5-cf1ad667da46,Tenses Future Simple 1: Reading Material,LEARNING_SET,ca3bb27b-698a-4494-83f4-a87503e1a07f,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Future Simple 1,018f53e6-90ae-49f3-89e5-cf1ad667da46,Future Simple 1: Speaking Practice,LEARNING_SET,e47b1d9d-cc76-41bf-9ca6-d385eedbdddd,15,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Future Simple 1,018f53e6-90ae-49f3-89e5-cf1ad667da46,Tenses Future Simple 1: Listening Exercise,LEARNING_SET,481bc730-5608-49b2-9419-1981d21d68b4,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Future Simple: Scenario Application,037d66d2-f21c-432c-9ba3-22db1f6b78d8,Scenario Revision- Future Simple:  Reading Material,LEARNING_SET,1c755e80-f047-4318-a43e-52f2200a5484,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Future Simple: Scenario Application,037d66d2-f21c-432c-9ba3-22db1f6b78d8,Future Simple: Scenario Application,LEARNING_SET,01466852-e245-4539-a9c2-52da14c5e328,60,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Future Simple: Scenario Application,037d66d2-f21c-432c-9ba3-22db1f6b78d8,Scenario Revision - Future Simple: Daily Quiz,EXAM,c3d8fd29-93df-4410-9fd7-fccab0f70fd7,15,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Future Simple: Scenario Application,037d66d2-f21c-432c-9ba3-22db1f6b78d8,Scenario Revision- Future Simple:  Daily Practice,PRACTICE,d408a280-1dd8-4f88-bcee-95a147f1239e,25,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Future Simple: Scenario Application,037d66d2-f21c-432c-9ba3-22db1f6b78d8,Scenario Revision - Future Simple: Activity,LEARNING_SET,58933e17-1c60-4150-b752-9902e989726d,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Future Simple: Scenario Application,037d66d2-f21c-432c-9ba3-22db1f6b78d8,Future Simple: Scenario Application: Speaking Practice,LEARNING_SET,7027aedf-5545-4d61-b530-c638017cae26,15,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Future Simple: Scenario Application,037d66d2-f21c-432c-9ba3-22db1f6b78d8,Module Quiz 1,EXAM,0b6b99cd-144e-4564-ad50-df072fdc9191,60,,,,
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,Command Line & File System Basics,0ea188eb-6842-4d9e-b085-2fbf80c03759,MCQ Practice,PRACTICE,eb8c22aa-fc64-4c88-b239-035792566cb4,,,,,
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,Command Line & File System Basics,0ea188eb-6842-4d9e-b085-2fbf80c03759,Working with File System,LEARNING_SET,1db236eb-966d-4db0-ae4d-f1c845c4b706,,English,,"1. To understand about file systems in detail.
2. To learn to list the files of a folder, open or delete a file, accessing a file, view hidden files etc.
3. To get familiar with the concept of directories and hence understand the comman commands for opening, accessing and modifying directories.
4. To understand about file path, and hence absolute and relative path
5. To understand common operations on directores and their commands ",
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,Command Line & File System Basics,0ea188eb-6842-4d9e-b085-2fbf80c03759,MCQ Practice,PRACTICE,af5375de-3795-48d2-8afb-d2578c4451d5,,,,,
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,Command Line & File System Basics,0ea188eb-6842-4d9e-b085-2fbf80c03759,Working With File System | Reading Material,LEARNING_SET,9e910b2c-63fe-4668-a9a6-a32c5eaac6f1,,,,,
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,Command Line & File System Basics,0ea188eb-6842-4d9e-b085-2fbf80c03759,Getting Started with Command Line,LEARNING_SET,79b0c682-11fe-41b1-bec5-26ac50b25f92,,English,,"1. To understand about GUI & CUI and hence understand their differences.
2. To develope an understand about Shell and see few different shells.
3. To have an overview of comman shell commands.",
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,Command Line & File System Basics,0ea188eb-6842-4d9e-b085-2fbf80c03759,Getting Started with Command Line | Reading Material,LEARNING_SET,e663c65d-c331-4663-9b30-c171bd22eafb,,,,,
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,Command Line & File System Basics,0ea188eb-6842-4d9e-b085-2fbf80c03759,Working with Directories | Reading Material,LEARNING_SET,bac7bd86-c6cb-410a-879a-98988110a34f,,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Real Time Session 4,153cef3c-75b6-4aa0-9b76-f6ced35dcf19,Real Time Session 4: Speaking Practice,LEARNING_SET,6fc95142-dea6-4a10-97e5-387870265239,15,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Real Time Session 4,153cef3c-75b6-4aa0-9b76-f6ced35dcf19,Real Time Session 4: Activity,LEARNING_SET,4b193a32-5938-4fba-881c-de6f7dac54ff,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Past Perfect Continuous,18454c28-2ef2-4fd3-9653-4fe5751be97b,Tenses Past Perfect Continuous: Reading Material,LEARNING_SET,1a713703-49c8-4420-a80e-7db1ee390330,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Past Perfect Continuous,18454c28-2ef2-4fd3-9653-4fe5751be97b,Past Perfect Continuous,LEARNING_SET,5d1e111f-03a6-4581-9917-f7e6e7834ee9,60,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Past Perfect Continuous,18454c28-2ef2-4fd3-9653-4fe5751be97b,Tenses Past Perfect Continuous: Daily Practice,PRACTICE,862a44a1-3afc-4502-ba46-c00f9a139430,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Past Perfect Continuous,18454c28-2ef2-4fd3-9653-4fe5751be97b,Tenses Past Perfect Continuous: Listening Exercise,LEARNING_SET,059bc0d3-d515-4614-88f4-4427371c46eb,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Past Perfect Continuous,18454c28-2ef2-4fd3-9653-4fe5751be97b,Past Perfect Continuous: Speaking Practice,LEARNING_SET,3a51f673-c08a-44e2-bd43-8212340f8b13,15,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Past Perfect Continuous,18454c28-2ef2-4fd3-9653-4fe5751be97b,Tenses Past Perfect Continuous: Daily Quiz,EXAM,a25c0a56-b6a8-4f37-be29-02dc7407370c,15,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Past Perfect Continuous,18454c28-2ef2-4fd3-9653-4fe5751be97b,Tenses Past Perfect Continuous: Activity,QUIZ,549a01e8-79fb-42c4-acaa-95ebb89f2404,5,,,,
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,File Management & Command Utilities,28c6761c-7cd7-4317-acc2-d2f1165c5bcd,Miscellaneous Commands - Part I | Reading Material,LEARNING_SET,8520ec7b-b278-48b8-8a7d-98c90099a2c2,,,,,
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,File Management & Command Utilities,28c6761c-7cd7-4317-acc2-d2f1165c5bcd,MCQ Practice,PRACTICE,962c7274-8c4d-44f7-8a39-a79fd3520304,,,,,
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,File Management & Command Utilities,28c6761c-7cd7-4317-acc2-d2f1165c5bcd,Working With Files | Reading Material,LEARNING_SET,0569c9de-f4a3-4744-811c-219b7d2c373a,,,,,
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,File Management & Command Utilities,28c6761c-7cd7-4317-acc2-d2f1165c5bcd,Miscellaneous Commands - Part II | Reading Material,LEARNING_SET,c8940f90-0004-45a1-a358-9e322463310b,,,,,
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,File Management & Command Utilities,28c6761c-7cd7-4317-acc2-d2f1165c5bcd,Compressing & Uncompressing Files | Reading Material,LEARNING_SET,d4b0751e-8349-483b-a959-a0d10938874a,,,,,
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,File Management & Command Utilities,28c6761c-7cd7-4317-acc2-d2f1165c5bcd,Working with Files,LEARNING_SET,b61cf884-d35e-49de-b012-292576651130,,English,,"1. To understand about ussage of command line text-editors, and see few commonly used text editors.
2. To understand about using the editors to access and modify the files.
3. To undertand about filtering and accessing the content of these files.
4. To undertand about compressing and de-compressing a file and commands to do the same.",
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,File Management & Command Utilities,28c6761c-7cd7-4317-acc2-d2f1165c5bcd,Miscellaneous Commands,LEARNING_SET,d2550f20-011c-4de4-8146-13f5399889a2,,English,,"1. To understand about super-user permissions, and hence linux commands for file ownership and permissions.
2. To understand about changing permssion  settings of a file with the help of linux commands.
3. To learn about installing packages and files from web using CLI.
4. To understand about remove packages from the system using CLL.",
Linux and Git Essentials,2250340c-d8b5-4fc2-b3ff-7475b5a4cacf,File Management & Command Utilities,28c6761c-7cd7-4317-acc2-d2f1165c5bcd,MCQ Practice,PRACTICE,791da020-a098-4eca-a318-44f839489a82,,,,,
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,MCQ Practice,PRACTICE,1e302179-9cff-46e9-b1d3-d3433e2de4ec,,,,,
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,Overview of Computer Hardware | Reading Material,LEARNING_SET,398fdba6-466f-43c8-9fb3-d2720bcb9cfb,,,,,
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,Overview of Process Management | Reading Material,LEARNING_SET,022241a2-2ce3-45df-81dc-359e4eb5ce85,,,,,
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,MCQ Practice,PRACTICE,a551126d-4d4d-4522-875f-6e8ef762754e,,,,,
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,Threads and Concurrency,LEARNING_SET,b2160ee3-a3ed-4d0c-9792-745c8af50ddf,,"Telugu,Kannada,Hindi,English,Tamil,Marathi,Malayalam",,"1. To learn abou the concept of thread in detail and understand the different types of Threads.
2. To understand how multiple threads are executed together with the help of concurrency.
3. To understand the concept of Locking and deadlocks in the process execution, and hence understand about how resources are allocated to execute a task.",
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,Introduction to Operating Systems,LEARNING_SET,19579a6b-e02d-49a7-b6df-ca5344c0f2cb,,"Telugu,Hindi,Tamil,Malayalam,English,Marathi,Kannada",,"1. Getting familiar with terms: Software, and Application.
2. Understanding the mostly commonly used OS for laptops and mobile phones.
3. Understanding the resposibilities of OS.
4. Unserstanding in detail about OS Kernel.
5. Understanding about file formats in detail and how they are stored in computer memory.",
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,Overview of Computer Hardware,LEARNING_SET,04b5fe9e-0ff3-49e2-909c-f71d46b34f0a,,"Hindi,Marathi,English,Malayalam,Tamil,Telugu,Kannada",,"1. To discuss about Hardware and different components of computer hardware: Display and Audio Ports, USB Ports, Motherboard, CPU, RAM, Hardware, Registers, GPU, BIOS and UEFI.
2. To discuss about 32-bit and 64-bit architecture in more detail.",
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,Memory Management | Reading Material,LEARNING_SET,187f225f-8af6-4165-9769-a041ced14579,,,,,
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,Introduction to Operating System | Reading Material,LEARNING_SET,2ac3fde4-4ec5-494c-b5c5-b1a6ad84ad31,,,,,
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,Understanding Binary,LEARNING_SET,d753f768-c7d6-42b2-9b82-47bcd8727b85,,"Marathi,Kannada,Hindi,English,Telugu,Malayalam,Tamil",,"1. To learn about data storage and representation in computer memory.
2. To learn about units of memory measurement and their inter-conversion.
3. To learn about storage and representation of numeric data in computer memory and hence understand binary-to-decimal inter-conversion.
4. To learn about storage and representation of images based on pixels and RGB's and hence discuss the terms in detail.
5. To learn about UNICODE and ASCII values for string characters and hence storage and representation of strings in computer memory.",
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,MCQ Practice,PRACTICE,3c99696e-5d75-439c-9b2a-802dfd5afe16,,,,,
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,MCQ Practice,PRACTICE,676849ad-74d1-45c7-9c67-85f0835506b3,,,,,
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,MCQ Practice,PRACTICE,94bac2b0-a167-4950-ac05-3f702e2543a6,,,,,
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,Understanding Binary | Reading Material,LEARNING_SET,af4c6cf3-1103-40ec-9bd8-5767fe10ee93,,,,,
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,Threads & Concurrency | Reading Material,LEARNING_SET,e39248ac-5dba-47ca-abdd-31f2d12e3e1c,,,,,
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,MCQ Practice,PRACTICE,6c6adeef-a7ff-46a3-9711-6aeac4c8047e,,,,,
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,Overview of Process Management,LEARNING_SET,57870338-dc23-45f3-98e2-4ed31422fbe1,,"Telugu,Hindi,Malayalam,English,Tamil,Kannada,Marathi",,"1. To learn about Process states and management in context of executing a task in computer.
2. To learn about different scheduling algorithms used by CPU to execute real world scenario of multiple tasks at a time.",
OS and CN Fundamentals,cc53f150-7213-445c-b14e-b268ce5b2249,Operating Systems,292b0116-e801-46d9-beb4-1568f1e19235,Memory Management,LEARNING_SET,c47de099-10ec-4150-bce7-30dd8d3eac9a,,"English,Kannada,Tamil,Malayalam,Hindi,Telugu",,"1. To understand how memory is allocated for different applications and tasks in computer memory, and hence understand Contiguous and non-Contiguous memory allocation.
2. To understand about Logical address and hence understanding difeerence between paging and framing.
3. To understand about page replacement alogirthms. ",
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Ability,2b4bdd67-5d43-4c47-a3f9-ec8bc9f8a4ef,Tenses Ability:  Daily Practice,PRACTICE,b16e17cb-e63b-4b39-8438-315bfa790cd3,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Ability,2b4bdd67-5d43-4c47-a3f9-ec8bc9f8a4ef,Tenses Ability: Daily Quiz,EXAM,1de3e911-f1a4-4313-bb3f-7cd5ebc44afb,15,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Ability,2b4bdd67-5d43-4c47-a3f9-ec8bc9f8a4ef,Tenses Ability:  Reading Material,LEARNING_SET,da89b14c-5dca-443a-81f0-da7866fde84e,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Ability,2b4bdd67-5d43-4c47-a3f9-ec8bc9f8a4ef,Tenses Ability,LEARNING_SET,be380a6b-4b98-4fda-97dd-b83bb88252e6,60,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Ability,2b4bdd67-5d43-4c47-a3f9-ec8bc9f8a4ef,Tenses Ability: Speaking Practice,LEARNING_SET,bce04bc3-7b63-4b36-bb18-fde1378b287b,15,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Ability,2b4bdd67-5d43-4c47-a3f9-ec8bc9f8a4ef,Tenses Ability: Listening Exercise,LEARNING_SET,8b237625-5363-46cb-9357-3ecd6d7d2b2e,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Ability,2b4bdd67-5d43-4c47-a3f9-ec8bc9f8a4ef,Tenses Ability : Activity,QUIZ,b5a6cbe1-b398-4726-8a40-3f29759f3d77,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Written Practice,2bfc65d7-f23d-44ba-9239-bd51cb1ae97a,Written practice: Classroom Writing Activity,QUIZ,18c54267-fcaf-4b75-a9dc-9fa5c7e1d9cd,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Written Practice,2bfc65d7-f23d-44ba-9239-bd51cb1ae97a,Written practice: Listening Exercise,LEARNING_SET,a1a9936f-7c52-4822-8daf-07ec2e5dba42,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Continuous,312699be-7bf0-423c-bdae-946ccc423bec,Tenses Continuous: Listening Exercise,LEARNING_SET,2443a33f-8b54-4398-8d18-d19c2f31cda0,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Continuous,312699be-7bf0-423c-bdae-946ccc423bec,Tenses Continuous: Daily Quiz,EXAM,f9d9a3f5-5416-4123-8549-6161f32f0beb,15,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Continuous,312699be-7bf0-423c-bdae-946ccc423bec,Tenses Continuous:  Daily Practice,PRACTICE,fefbc2a1-393f-40e3-87cc-f91ab6a4af9f,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Continuous,312699be-7bf0-423c-bdae-946ccc423bec,Tenses Continuous : Activity,QUIZ,95cf11cf-5e85-489c-9079-71f2f7fc7179,5,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Continuous,312699be-7bf0-423c-bdae-946ccc423bec,Tenses Continuous,LEARNING_SET,d3d78193-5a8d-4afd-916f-5cef5722fa48,60,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Continuous,312699be-7bf0-423c-bdae-946ccc423bec,Tenses Continuous: Speaking Practice,LEARNING_SET,8d332d9f-d2cb-4ae2-8186-c3ee7a492d0f,15,,,,
Communicative English Advanced,bfd0a2ef-eb93-4e4b-bc1c-9acac895d6a4,Tenses Continuous,312699be-7bf0-423c-bdae-946ccc423bec,Tenses Continuous:  Reading Material,LEARNING_SET,470a07c6-5419-40b2-a558-109262b9933e,5,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,Classroom Quiz B,QUIZ,179c0e3d-7925-4b36-ae24-8c73942d9cfe,,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,MCQ Practice,PRACTICE,c4600bd0-7167-4b0e-9ceb-13eb9cc38abe,,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,Introduction to Node JS | Reading Material,LEARNING_SET,6d87069a-e549-475a-a342-9ab39d4ac07d,,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,MCQ Practice,PRACTICE,b3d7a923-9ac1-47c1-8d81-962c504d86d9,,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,MCQ Practice,PRACTICE,04f50860-7360-4b1b-aa7e-79f89dd46602,,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,Solving A Node JS Question In Cloud IDE,LEARNING_SET,ad39846d-1680-4606-bb87-f7f6f6770e8d,,English,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,MCQ Practice,PRACTICE,e5f87615-be9b-4d9b-8a53-393401a0c8ce,,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,Classroom Quiz A,QUIZ,96db06d9-7a24-471f-86ef-f8c9fce8adc3,,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,Introduction to Node JS,LEARNING_SET,e5ec95db-18a9-4165-830c-dea657c2c731,,"Telugu,Bengali,Tamil,Hindi,English",,"Introduction to Node JS and how to run it outside the browser
Common JS module import and exports
Modern ES6 modules",
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,Introduction to Node JS | Part 2,LEARNING_SET,c7af1814-eb5d-4327-8a9e-bc1efccee30b,,"Kannada,Tamil,Hindi,Telugu,English,Bengali,Marathi",,"Core modules like path
NPM CLI
Third party packages",
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,Coding Practice,QUESTION_SET,67efd562-f593-4a41-a59b-a31d6b11a22d,,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,Introduction to Node JS | Part 2 | Reading Material,LEARNING_SET,92a9bf21-9fd4-40e3-8f82-b4af48b052f1,,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,Classroom Quiz A,QUIZ,4cb2f325-30b9-496e-83a6-080d1fdf53c7,,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,Common JS Module Exports | Reading Material,LEARNING_SET,5536045f-9e24-4d8c-8298-15f49756dd58,,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,ES6 Module Exports | Reading Material,LEARNING_SET,d87a1819-c431-4979-b7fa-e7fa05214667,,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,Daily Quiz -1,ASSESSMENT,602d6ab7-629e-4705-ac51-82ad327864f0,,,,,
Node JS,d82d6905-6694-42c4-8c0c-bd2c887c1b53,Introduction to Node JS,314f334c-6b14-4fa9-82f0-76e98407b269,Coding Practice,QUESTION_SET,81d2f4b0-b417-4663-84a2-6a2f13495521,,,,,
